id,titre,description,date
17005641,Wing commander. III. Heart of the tiger : jeu vidéo,Jeu de pilotage ; jeu d'action,1994-12
17005984,Rockman X6 : jeu vidéo,"Jeu d'action. - Intitulé ""Mega man X6"" en Amérique du Nord et en Europe",2001-11
17006398,Warcraft. II. Tides of darkness : jeu vidéo,Édité par Blizzard entertainment,1995-12
17007129,Plume au pays des tigres : jeu vidéo,Édité par Emme,2007
17132420,Rockman X4 : jeu vidéo,"Jeu d'action. - Intitulé ""Mega man X4"" en Amérique du Nord et en Europe",1997-08
17133373,Rockman battle & chase : jeu vidéo,Jeu de pilotage,1997-03
17136641,Phantasy star online : jeu vidéo,Jeu d'action ; jeu de rôle,2000-12
17136641,Phantasy star online : jeu vidéo,Édité par SEGA,2000-12
17138948,"Emperor, battle for Dune : jeu vidéo","Jeu d'action ; jeu de stratégie. - Inspiré de la saga romanesque ""Dune"" de Frank Herbert",2001-06
17139140,Under a killing moon : jeu vidéo,"Jeu d'aventure. - Intitulé ""Tex Murphy. Under a killing moon"" lors de sa réédition sur Steam par Nightdive studios en 2014",1994-10
17140678,Pandemonium 2 : jeu vidéo,"Jeu d'action. - Intitulé ""Miracle jumpers"" au Japon",1997-09
17140779,Pandemonium ! : jeu vidéo,"Jeu d'action. - Intitulé ""Magical hoppers"" au Japon",1996-10
17141242,Screamer 2 : jeu vidéo,Jeu d'action ; jeu de pilotage,1996
16576440,Final fantasy IX : jeu vidéo,Édité par Square co.,2000-07
16576440,Final fantasy IX : jeu vidéo,Jeu de rôle,2000-07
16577739,Biohazard : jeu vidéo,Édité par Capcom,1996-03
16577747,Resident evil 2 : jeu vidéo,Édité par Capcom. - Première sortie en Amérique du Nord,1998-01
16577759,Biohazard. 3. Last escape : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Biohazard 3 Last escape"" au Japon et ""Resident evil 3 Nemesis"" en Amérique du Nord et en Europe",1999-09
16577759,Biohazard. 3. Last escape : jeu vidéo,Co-édité par Capcom (Japon et Amérique du Nord) et Eidos (Europe),1999-09
16706138,Virtua cop : jeu vidéo,Édité par SEGA,1994-09
16992123,Dracula. 2. The last sanctuary : jeu vidéo,Édité par Dreamcatcher interactive et réédité par Anuman interactive sur diverses plateformes à parti de 2012,2000-09
16992243,Atlantis. III. Le nouveau monde : jeu vidéo,Édité par Cryo interactive en Europe et Dreamcatcher en Amérique du Nord,2001-09
16992470,Guilty gear : jeu vidéo,Jeu d'action,1998-05
16993539,Pī-man : jeu vidéo,Jeu d'action,1995-06
17026165,Gradius. III. Densetsu kara shinwa e : jeu vidéo,Première mise à disposition sur bornes d'arcade au Japon,1989-12
17026181,Gradius. IV. Fukkatsu : jeu vidéo,Jeu d'action,1999-02
17026181,Gradius. IV. Fukkatsu : jeu vidéo,Édité par Konami,1999-02
16607605,Twisted metal 2 : jeu vidéo,Édité par Sony computer entertainment,1996-10
16609740,"Riven, the sequel to Myst : jeu vidéo",Édité par Broderbund,1997-10
16609761,Myst. III. Exile : jeu vidéo,Jeu d'aventure,2001-05
16613343,Need for speed. High stakes : jeu vidéo,"Jeu de pilotage. - Intitulé ""Need for speed. Road challenge"" en Europe et ""Over drivin' IV"" au Japon",1999-03
16614137,Rainbow six. Rogue spear : jeu vidéo,Jeu d'action,1999-08
16614137,Rainbow six. Rogue spear : jeu vidéo,"A pour extensions : ""Urban operations"" et ""Black thorn""",1999-08
16698848,"Worms, world party : jeu vidéo",Jeu de stratégie,2001-04
17163673,Superski III : jeu vidéo,"Jeu de simulation sportive. - Réédition intitulée ""Superski pro""",1994
17164520,Battle isle 2 : jeu vidéo,"Jeu de stratégie. - Intitulé ""Battle isle 2200"" en Amérique du Nord",1994
17164532,Battle isle. The Andosia war : jeu vidéo,Édité par Blue byte,2000-11
16617848,Microsoft Flight simulator 2002 : jeu vidéo,Édité par Microsoft games,2001-10
16625194,Armored core : jeu vidéo,Jeu d'action,1997-07
16627677,Max Payne : jeu vidéo,Édité par Gathering of developers,2001-07
16628544,"ZOE, zone of the Enders : jeu vidéo",Édité par Konami,2001-03
16628544,"ZOE, zone of the Enders : jeu vidéo","Jeu d'action. - Intitulé ""Zone of the Enders"" en dehors du Japon",2001-03
16630464,Summoner : jeu vidéo,Jeu de rôle,2000-10
16630464,Summoner : jeu vidéo,Édité par THQ,2000-10
16904821,The elder scrolls. Chapter II. Daggerfall : jeu vidéo,Jeu d'action ; jeu d'aventure,1996-08
16909004,WWF Royal rumble : jeu vidéo,Jeu d'action,2000-08
16909020,WWF SmackDown ! : jeu vidéo,"Édité par THQ en Amérique du Nord et Europe, et par Yuke's au Japon",2000-03
16909527,WWF WrestleMania 2000 : jeu vidéo,Jeu d'action,1999-10
16909835,Escape from Monkey Island : jeu vidéo,Première sortie en Amerique du Nord,2000-11
16912414,Zoo tycoon : jeu vidéo,"Jeu de gestion. - Une adaptation du jeu sur Nintendo DS est sortie en 2005, avec quelques différences de gameplay et de graphisme",2001-10
16912414,Zoo tycoon : jeu vidéo,"A pour extensions ""Marine mania"" et ""Dinosaur digs""",2001-10
16912822,"Gran turismo 3, A-spec : jeu vidéo",Jeu de pilotage,2001-04
16912822,"Gran turismo 3, A-spec : jeu vidéo",Édité par Sony computer entertainment,2001-04
16912826,Gran turismo : jeu vidéo,Jeu de pilotage,1997-12
16915779,Another world : jeu vidéo,"Édité par Delphine software et U.S. Gold en Europe, et par Interplay en Amérique du Nord",1991-11
16926698,Jojo's bizarre adventure : jeu vidéo,Jeu d'action,1998-12
16926698,Jojo's bizarre adventure : jeu vidéo,Édité par Capcom,1998-12
16934190,Star wars episode I. Battle for Naboo : jeu vidéo,Édité par LucasArts,2000-12
16934217,Galaxian : jeu vidéo,Première mise à disposition sur borne d'arcade au Japon,1979-10
16934217,Galaxian : jeu vidéo,Édité par Namco puis différents éditeurs suivant les plateformes,1979-10
16934228,Galaxian 3 : jeu vidéo,Première mise à disposition sur borne d'arcade au Japon,1990-04
16934228,Galaxian 3 : jeu vidéo,"Première sortie sur support au Japon (PlayStation), 1995",1990-04
16940165,Alone in the dark. The new nightmare : jeu vidéo,Édité par Infogrames,2001-05
16945251,Street fighter EX : jeu vidéo,Édité par Capcom,1996-11
16945287,Street fighter EX2 : jeu vidéo,Édité par Capcom,1998-05
16945287,Street fighter EX2 : jeu vidéo,Sortie sur support en Amérique du Nord et en Europe le même mois,1998-05
16945287,Street fighter EX2 : jeu vidéo,"Jeu d'action. - Version mise à jour sortie en décembre 1999 sur PlayStation intitulée ""Street fighter EX2 plus""",1998-05
16952049,Power rangers Zeo. Versus the machine empire : jeu vidéo,Édité par Saban,1996
16952913,Sutoraidā hiryū : jeu vidéo,Jeu d'action ; jeu d'aventure,1989-03
16952916,Sutoraidā hiryū 2 : jeu vidéo,Jeu d'action ; jeu d'aventure,1999-12
17047846,"WRC, world rally championship : jeu vidéo",Jeu de pilotage,2001-11
17057091,Sensible soccer '98 : jeu vidéo,Édité par GT interactive,1997
17057543,Madden NFL 2002 : jeu vidéo,Jeu de simulation sportive,2001-08
17058035,Heretic : jeu vidéo,"Jeu d'action. - Réédité en Amérique du Nord en mars 1996 et sorti en Europe la même année sous le titre ""Heretic, shadow of the serpent riders"" avec du contenu additionnel",1994-12
17058886,NHL 2000 : jeu vidéo,Jeu de simulation sportive,1999-08
17058990,NHL all-star hockey 98 : jeu vidéo,Édité par SEGA,1997-11
17130969,"Rockman EXE 5, chīmu obu burūsu : jeu vidéo",Édité par Capcom,2004-12
17132316,R-Type final : jeu vidéo,Jeu d'action,2003-07
16577764,Resident evil 4 : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Biohazard 4"" au Japon et ""Resident evil 4"" en Amérique du Nord et en Europe",2005-01
16705279,Jūōki : jeu vidéo,Jeu d'action,1988
16706385,Asteroids : jeu vidéo,Jeu d'arcade,1979-11
16706422,Breakout : jeu vidéo,Jeu d'arcade,1976-04
16706422,Breakout : jeu vidéo,Édité par Atari games,1976-04
16707182,Gravitar : jeu vidéo,Édité par Atari,1982-08
16991037,Total club manager 2005 : jeu vidéo,Édité par Electronic arts,2004-10
16991489,Cocoto platform jumper : jeu vidéo,Édité par Bigben interactive,2004-07
16991650,Rumble roses XX : jeu vidéo,Édité par Konami,2006-03
16992329,Atlantis evolution : jeu vidéo,Jeu d'aventure,2004-10
16992329,Atlantis evolution : jeu vidéo,Édité par The adventure company,2004-10
16993025,"Guilty gear XX, the midnight carnival : jeu vidéo",Édité par Sammy studios,2002-05
17026007,Gradius V : jeu vidéo,Jeu d'action,2004-07
17026007,Gradius V : jeu vidéo,Édité par Konami,2004-07
17026914,Beyblade G-Revolution : jeu vidéo,"Jeu d'action. - Inspiré de l'univers du dessin animé ""Beyblade""",2004-11
16607572,Twisted metal. Head-on : jeu vidéo,Édité par Sony computer entertainment,2005-03
16607770,Jak 3 : jeu vidéo,Jeu d'action ; jeu d'aventure,2004-11
16609787,Myst. IV. Revelation : jeu vidéo,Jeu d'aventure,2004-09
16609787,Myst. IV. Revelation : jeu vidéo,Édité par Ubisoft,2004-09
16609802,Myst. V. End of ages : jeu vidéo,Édité par Ubisoft,2005-09
16610297,The Sims 2 : jeu vidéo,Jeu de simulation de vie,2004-09
16612711,"Lego Star wars, the video game : jeu vidéo","Jeu d'action ; jeu d'aventure. - Inspiré des 3 premiers épisodes de la série cinématographique ""Star wars""",2005-03
16612986,Need for speed. Underground 2 : jeu vidéo,Jeu de pilotage,2004-11
16613306,Need for speed. Most wanted : jeu vidéo,Jeu de pilotage,2005-11
16614292,Rainbow six. Lockdown : jeu vidéo,Édité par Ubisoft,2005-09
16614407,Ghost recon 2 : jeu vidéo,Édité par Ubisoft,2004-11
16685340,Dragon ball Z. Budokai 3 : jeu vidéo,Édité par Bandai,2004-11
16685340,Dragon ball Z. Budokai 3 : jeu vidéo,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball Z 3"" au Japon",2004-11
16685627,Dragon ball Z. Sparking ! : jeu vidéo,"Jeu d'action. - Inspiré de la série télévisée d'animation ""Dragon ball Z"". - Intitulé ""Dragon ball Z. Sparking !"" au Japon et ""Dragon ball Z. Budokai tenkaichi"" en Amérique du Nord et Europe",2005-10
16685696,Dragon ball Z. Budokai 2 : jeu vidéo,Édité par Bandai,2003-11
16690376,Zero. Akai chō : jeu vidéo,Édité par Nintendo,2003-11
16690376,Zero. Akai chō : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Fatal frame II, Crimson butterfly"" en Amérique du Nord et ""Project zero II, Crimson butterfly"" en Europe. - Réédité sur Wii en juin 2012 sous les titres ""Zero, Shinku no chō"" au Japon et ""Project zero 2, Wii edition"" en Europe",2003-11
16693758,Bubble bobble : jeu vidéo,Jeu d'arcade,1986
16699712,Hitman. Contracts : jeu vidéo,Édité par Eidos interactive,2004-04
16699717,Hitman. Blood money : jeu vidéo,Jeu d'action ; jeu d'aventure,2006-05
16699717,Hitman. Blood money : jeu vidéo,Édité par Eidos interactive,2006-05
17113330,"Gravitron, valse galactique : jeu vidéo",Jeu éducatif,1985
17113330,"Gravitron, valse galactique : jeu vidéo",Édité par France image logiciel,1985
16613279,Need for speed. Porsche unleashed : jeu vidéo,"Jeu de pilotage. - Intitulé ""Need for speed. Porsche 2000"" en Europe",2000-01
16613286,Need for speed. III. Hot pursuit : jeu vidéo,"Jeu de pilotage. - Intitulé ""Over drivin' III. Hot pursuit"" au Japon",1998-03
16614093,Rainbow six : jeu vidéo,Jeu d'action,1998-08
16614093,Rainbow six : jeu vidéo,Édité par Red storm entertainment,1998-08
16691384,Ms. Pac-man : jeu vidéo,Édité par Namco et Midway,1981
16694671,"Super Mario world, Super Mario Bros. 4 : jeu vidéo",Édité par Nintendo,1990-11
16694693,Sūpā Mario. Yosshī airando : jeu vidéo,Édité par Nintendo,1995-08
16694715,Super Mario land : jeu vidéo,Édité par Nintendo,1989-04
16698075,Worms : jeu vidéo,Édité par Ocean software,1995
16698075,Worms : jeu vidéo,"Jeu de stratégie. - ""Worms, the director's cut"" est une version améliorée de l'original, avec du contenu supplémentaire et un éditeur de niveaux",1995
16698122,Super Mario 64 : jeu vidéo,Édité par Nintendo,1996-06
16698559,Worms armageddon : jeu vidéo,Jeu de stratégie,1999-05
16699693,Hitman. Codename 47 : jeu vidéo,Édité par Eidos interactive,2000-11
17049429,"The operative, no one lives forever : jeu vidéo","Édité par Fox interactive, réédité sur PC par Sierra entertainment",2000-11
17148393,Frontier. Elite II : jeu vidéo,Édité par Konami et Gametek,1993-10
17149024,Logical journey of the Zoombinis : jeu vidéo,"Édité par Brøderbund, The Learning company, TERC",1996
17151725,Sim Theme park : jeu vidéo,Édité par Electronic arts,1999-10
17153209,The Simpsons. Bart vs. the space mutants : jeu vidéo,Jeu d'action,1991-02
17154640,Cannon fodder : jeu vidéo,Jeu d'action ; jeu de stratégie,1993
17162982,Nigel Mansell's world championship : jeu vidéo,"Jeu de pilotage ; jeu de simulation sportive. - Jeu intitulé ""Nigel Mansell F-1 challenge"" au Japon, et ""Nigel Mansell's world championship racing"" sur certains supports",1992
17168914,R-Type DX : jeu vidéo,Édité par Nintendo en Amérique du Nord et en Europe et par Epoch au Japon,1999-06
16617916,Microsoft Flight simulator 98 : jeu vidéo,A donné lieu à de nombreuses extensions non-officielles,1997-09
16617916,Microsoft Flight simulator 98 : jeu vidéo,Jeu de pilotage,1997-09
16617929,Microsoft Flight simulator for Windows 95 : jeu vidéo,Édité par Microsoft games,1996-06
16630276,Descent II : jeu vidéo,Jeu d'action,1996-02
16631193,Half-life : jeu vidéo,Jeu d'action,1998-11
17700248,Cool spot : jeu vidéo,Jeu d'action,1993-09
17703678,Leisure suit Larry. 6. Shape up or slip out ! : jeu vidéo,Jeu d'aventure,1993-06
16920193,Jurassic Park : jeu vidéo,Jeu d'action,1993-07
16922037,"The lost world, Jurassic Park : jeu vidéo",Édité par SEGA,1997-01
16922037,"The lost world, Jurassic Park : jeu vidéo","Jeu d'action. - Inspiré du film ""The lost world, Jurassic Park"" réalisé par Steven Spielberg",1997-01
16938790,Donkey Kong country : jeu vidéo,"Jeu d'action. - Les versions varient suivant les plateformes. - Intitulé ""Donkey Kong country"" en Europe et Amérique du Nord et ""Super Donky Kong"" au Japon",1994-11
16939382,Alone in the dark : jeu vidéo,Jeu d'action ; jeu d'aventure,1992
16951811,Detective Barbie. In the mystery of the carnival caper : jeu vidéo,"Jeu d'aventure. - Intitulé ""Barbie détective. Dans le mystère de la fête foraine !"" en France",1998
16951856,Mighty morphin Power rangers : jeu vidéo,"Jeu d'action. - Adapté de la série télévisée : ""Power rangers""",1994-09
16951856,Mighty morphin Power rangers : jeu vidéo,Édité par Sega et Bandai,1994-09
16952053,Barbie. Super sports : jeu vidéo,Édité par Mattel,1999-12
16952068,Barbie fashion designer : jeu vidéo,Jeu éducatif,1996
16952717,Close combat. A bridge too far : jeu vidéo,"Jeu de stratégie. - Intitulé ""Close combat. Un pont trop loin"" en France",1997-09
16952987,Where in the world is Carmen Sandiego ? : jeu vidéo,Édité par Brøderbund,1995
16952987,Where in the world is Carmen Sandiego ? : jeu vidéo,"Jeu d'aventure ; jeu éducatif. - Intitulé ""Mais où se cache Carmen Sandiego ?"" en France",1995
17057539,Madden NFL 2001 : jeu vidéo,Édité par Electronic arts,2000-08
17057539,Madden NFL 2001 : jeu vidéo,"Jeu de simulation sportive. - Intitulé ""Madden NFL 2001, sūpā bouru"" au Japon",2000-08
17057944,"Hexen, beyond Heretic : jeu vidéo","A comme extension ""Deathkings of the dark citadel""",1995-10
17057944,"Hexen, beyond Heretic : jeu vidéo",Édité par id software,1995-10
17060116,PGA European tour golf : jeu vidéo,Édité par Electronic arts,1999
17065763,NHL 2K : jeu vidéo,Jeu de simulation sportive,2000-02
17065763,NHL 2K : jeu vidéo,Édité par SEGA,2000-02
16590901,Ridge racer : jeu vidéo,"Sortie sur support en Amérique du Nord et en Europe, septembre 1995",1993
16590944,Ridge racer V : jeu vidéo,Jeu de pilotage,2000-03
16590945,Ridge racer revolution : jeu vidéo,Jeu de pilotage,1995-12
16591152,Minna no golf 2 : jeu vidéo,"Jeu de simulation sportive. - Intitulé ""Hot shots golf 2"" en Amérique du Nord et ""Everybody's golf 2"" en Europe",1999-07
16591750,"FIFA 2001, major league soccer : jeu vidéo",Édité par Electronic arts,2000-11
16592046,UEFA Euro 2000 : jeu vidéo,Édité par Electronic arts,2000-05
16594567,Formula 1 : jeu vidéo,Édité par Psygnosis,1996-09
16594601,Formula one 2000 : jeu vidéo,Jeu de pilotage,2000-10
16595716,F1 2000 : jeu vidéo,Édité par Electronic arts,2000-01
16596812,Rayman. 2. The great escape : jeu vidéo,Édité par Ubisoft entertainment,1999-10
16649263,Spyro. Year of the dragon : jeu vidéo,Édité par Sony computer entertainment,2000-10
16683939,Silent hunter : jeu vidéo,Édité par Strategic simulations,1996-03
16683949,"The settlers. II. Veni, vidi, vici : jeu vidéo",Édité par Blue byte software,1996-08
16683950,The settlers III : jeu vidéo,Jeu de stratégie,1998
16740349,Kingdom under fire : jeu vidéo,Édité par Phantagram Europe,2001-01
16741120,Tiger Woods PGA tour 2000 : jeu vidéo,Édité par Electronic arts,1999-11
16741141,Tiger Woods PGA tour 2001 : jeu vidéo,Édité par Electronic arts,2000-11
16959164,Donkī Kongu : jeu vidéo,Jeu d'action,1981-07
16959164,Donkī Kongu : jeu vidéo,Édité par Nintendo et d'autres éditeurs suivant les versions et les plateformes,1981-07
16960601,Bare knuckle : jeu vidéo,"Jeu d'action. - Intitulé ""Streets of rage"" en Amérique du Nord et en Europe",1991-08
16962901,Dynamite Headdy : jeu vidéo,Jeu d'action,1994-08
16962901,Dynamite Headdy : jeu vidéo,Édité par SEGA,1994-08
16964111,Virtua fighter : jeu vidéo,Jeu d'action,1993-12
16964111,Virtua fighter : jeu vidéo,Édité par SEGA,1993-12
16964276,Virtua fighter mini : jeu vidéo,"Jeu d'action. - Intitulé ""Virtua fighter animation"" en Amérique du Nord et en Europe",1996-03
16965061,Flashback : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Flashback, the quest for identity"" en Amérique du Nord",1992
16965061,Flashback : jeu vidéo,Édité par U.S. Gold,1992
16973165,Deitona USA : jeu vidéo,Édité par SEGA,1994-03
16974422,Mortal kombat 4 : jeu vidéo,Édité par Midway games,1997-10
16974454,Mortal kombat mythologies. Sub-Zero : jeu vidéo,Édité par Midway games,1997-10
16974554,Mortal kombat trilogy : jeu vidéo,Édité par Midway games,1996-09
17076337,"Sherlock Holmes, consulting detective vol. II : jeu vidéo",Jeu d'aventure,1992
17078984,Golf : jeu vidéo,"Jeu de simulation sportive. - Considéré le premier jeu de la série ""Mario golf"" car les jaquettes américaines et européennes utilisent le personnage de Mario pour représenter le joueur",1984-05
17081372,"Populous, the beginning : jeu vidéo",Jeu de stratégie,1998-09
17087274,Toh shin den : jeu vidéo,"Jeu d'action. - Intitulé ""Battle arena toshinden"" en Amérique du Nord et en Europe. - Version sur Sega saturn avec du contenu additionnel intitulée ""Toh shin den S"" au Japon et ""Battle arena toshinden remix"" en Amérique du Nord et en Europe",1995-01
17087274,Toh shin den : jeu vidéo,Édité par Takara et Sony computer entertainment,1995-01
17087600,Firestorm. Thunderhawk 2 : jeu vidéo,Édité par Core design,1995-12
16548798,Zeruda no densetsu : jeu vidéo,Jeu d'action ; jeu d'aventure. - La numérotation de l'épisode apparaît sur la réédition de 1987 pour Nintendo entertainment system,1986-02
16548798,Zeruda no densetsu : jeu vidéo,Édité par Nintendo co.,1986-02
16548804,Zeruda no densetsu. Kamigami no toraifōsu : jeu vidéo,Édité par Nintendo co.,1991-11
16548857,Zeruda no densetsu. Yume o miru shima : jeu vidéo,Édité par Nintendo co.,1993-06
16550277,Seiken densetsu 2 : jeu vidéo,Édité par Square co.,1993-08
16551000,Pocket monsters. Red version : jeu vidéo,Édité par Nintendo,1996-02
16551000,Pocket monsters. Red version : jeu vidéo,Jeu de rôle,1996-02
16597882,"Versailles, complot à la cour du Roi soleil : jeu vidéo",Jeu d'aventure,1996
16598032,Star wars. Rogue Squadron : jeu vidéo,Jeu d'action ; jeu de pilotage,1998-11
16598565,Grand theft auto : jeu vidéo,Jeu d'action ; jeu d'aventure,1997-10
16598619,"Chine, intrigue dans la Cité interdite : jeu vidéo",Jeu d'aventure,1998-10
16599036,StarCraft : jeu vidéo,Jeu de stratégie,1998-03
16599036,StarCraft : jeu vidéo,Édité par Blizzard entertainment,1998-03
16599418,Age of empires : jeu vidéo,Jeu de stratégie,1997-10
16599425,Age of empires. II. The age of kings : jeu vidéo,Édité par Microsoft,1999-10
16600488,SimCity 3000 : jeu vidéo,Édité par Electronic arts,1998-03
16600678,Quake : jeu vidéo,Édité par Id software,1996-06
16601146,Tomb raider. III. Adventures of Lara Croft : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Réédité avec 5 niveaux bonus sous les titres : ""Tomb raider III, le dernier artefact"" en France et ""Tomb raider III, the lost artefact"" en Amérique du Nord",1998-11
16601875,"Combat flight simulator, WWII Europe series : jeu vidéo",Édité par Microsoft,1998-11
16601884,"Combat flight simulator 2, WWII Pacific theater : jeu vidéo",Jeu de pilotage,2000-10
16616165,The king of fighters 2001 : jeu vidéo,Jeu d'action,2001-11
16616165,The king of fighters 2001 : jeu vidéo,Édité par SNK,2001-11
16617126,Scooby-doo !. Showdown in ghost town : jeu vidéo,Édité par The Learning company,2000-09
16618441,Saint Seiya. Chapter-Sanctuary : jeu vidéo,"Jeu d'action. - Adapté du manga de Masami Kurumada ""Saint Seiya""",2005-04
16628347,Metal gear solid. 3. Snake eater : jeu vidéo,Édité par Konami,2004-11
16628347,Metal gear solid. 3. Snake eater : jeu vidéo,"Jeu d'action ; jeu d'aventure. - Intitulé ""Metal gear solid 3. Subsistence"" dans une version enrichie, entre autres, des 2 premiers épisodes de la série. - Intitulé ""Metal gear solid. Snake eater 3D"" sur Nintendo 3DS et sorti en 2012, cette version comporte un gameplay spécifique à la console",2004-11
16628601,Metal gear ac!d 2 : jeu vidéo,Édité par Konami,2005-12
16629864,Stronghold 2 : jeu vidéo,Jeu de stratégie,2005-04
16629864,Stronghold 2 : jeu vidéo,Édité par 2K games,2005-04
16630426,Red faction : jeu vidéo,Édité par THQ,2001-05
16630493,The Punisher : jeu vidéo,Édité par THQ,2005-01
16630493,The Punisher : jeu vidéo,"Jeu d'action. - Inspiré du personnage de bande dessinée ""the Punisher""",2005-01
16631196,Half-life 2 : jeu vidéo,Jeu d'action,2004-11
17703393,Burnout. 3. Takedown : jeu vidéo,Jeu de pilotage,2004-09
17703393,Burnout. 3. Takedown : jeu vidéo,Édité par EA games,2004-09
17703659,Burnout revenge : jeu vidéo,Jeu de pilotage,2005-09
16903466,"Port Royale, gold, power & pirates : jeu vidéo",Jeu de gestion,2002-06
16903466,"Port Royale, gold, power & pirates : jeu vidéo",Édité par Ascaron en Europe et Tri-Synergy en Amérique du Nord,2002-06
16903469,Port Royale 2 : jeu vidéo,"Jeu de gestion. - Intitulé ""Port Royale 2 : cartels, construction & conquest"" en Amérique du Nord",2004-09
16905915,Transformers : jeu vidéo,Jeu d'action,2004-05
16905926,"SpongeBob squarepants. Lights, camera, pants ! : jeu vidéo","Jeu d'action. - Intitulé ""Bob l'éponge. Silence on tourne !"" en français. - Inspiré des personnages apparaissant dans la série télévisée d'animation ""Bob l'éponge""",2005-10
16908446,Teenage mutant ninja turtles. 2. Battle nexus : jeu vidéo,Édité par Konami,2004-10
16908451,Teenage mutant ninja turtles. 3. Mutant nightmare : jeu vidéo,Jeu d'action,2005-11
16909643,WWE Day of reckoning : jeu vidéo,Jeu d'action,2004-08
16909643,WWE Day of reckoning : jeu vidéo,Édité par THQ,2004-08
16909651,WWE Day of reckoning 2 : jeu vidéo,Jeu d'action,2005-08
16909683,WWE WrestleMania 21 : jeu vidéo,Jeu d'action,2005-04
16912834,Gran turismo 4 : jeu vidéo,"Jeu de pilotage. - Une édition allégée du jeu est sortie sous le titre ""Gran turismo, prologue"" en décembre 2003 au Japon et en mai 2004 en Europe",2003-12
16912834,Gran turismo 4 : jeu vidéo,"Sortie en Amérique du Nord de ""Gran turismo 4"", février 2005",2003-12
16917287,Pikmin 2 : jeu vidéo,Édité par Nintendo,2004-04
16935584,Thief. Deadly shadows : jeu vidéo,Édité par Eidos,2004-05
16938557,Donkey konga : jeu vidéo,Jeu de rythme,2003-12
16940918,The SpongeBob squarePants movie : jeu vidéo,Édité par THQ,2004-10
16945979,Singstar : jeu vidéo,Jeu de rythme,2004-05
16947393,Dōbutsu no mori : jeu vidéo,"Sortie en Amérique du nord, septembre 2002",2001-04
16947393,Dōbutsu no mori : jeu vidéo,"Jeu de simulation de vie. - Intitulé ""Animal crossing"" en Amérique du Nord et en Europe",2001-04
16948165,Barbie as the Princess and the pauper : jeu vidéo,"Jeu d'aventure. - Adapté du film d'animation ""Barbie, coeur de princesse"" réalisé par William Lau",2004-09
16948165,Barbie as the Princess and the pauper : jeu vidéo,Édité par Vivendi games en Amérique du Nord et par Activision en Europe,2004-09
16948185,Barbie and the magic of Pegasus : jeu vidéo,Édité par Vivendi Universal games,2005-09
16948185,Barbie and the magic of Pegasus : jeu vidéo,Jeu d'action ; jeu d'aventure. - Inspiré du film d'animation réalisé par Greg Richardson,2005-09
16948191,Singstar popworld : jeu vidéo,Édité par Sony computer entertainment Europe,2005-05
16948191,Singstar popworld : jeu vidéo,"Jeu de rythme. - Intitulé ""Singstar pop"" en Amérique du Nord",2005-05
16950866,Fire emblem. Sōen no kiseki : jeu vidéo,Édité par Nintendo,2005-04
16951025,Pēpā Mario RPG : jeu vidéo,Édité par Nintendo,2004-07
16951025,Pēpā Mario RPG : jeu vidéo,"Jeu de rôle. - Intitulé ""Paper Mario. The thousand-year door"" en Amérique du Nord et en Europe",2004-07
16951219,Barbie. Fashion show : jeu vidéo,"Jeu d'aventure. - Intitulé ""Barbe. Défilé de mode"" en France",2004-08
16952070,Power rangers. Ninja storm : jeu vidéo,"Jeu d'action. - Adapté de la série télévisée ""Power rangers. Ninja storm""",2003-09
16952616,Close combat. First to fight : jeu vidéo,Jeu d'action,2005-04
17057292,Madden NFL 06 : jeu vidéo,Édité par Electronic arts,2005-08
17058151,MDK2 : jeu vidéo,Jeu d'action,2000-03
17058734,NHL 06 : jeu vidéo,Jeu de simulation sportive,2005-09
17058975,NHL 2005 : jeu vidéo,Édité par Electronic arts,2004-09
17058975,NHL 2005 : jeu vidéo,Jeu de simulation sportive,2004-09
17059024,NHL eastside hockey manager : jeu vidéo,Jeu de simulation sportive,2004-09
17059024,NHL eastside hockey manager : jeu vidéo,Édité par SEGA,2004-09
17059030,NHL eastside hockey manager 2005 : jeu vidéo,Jeu de simulation sportive,2005-05
17059030,NHL eastside hockey manager 2005 : jeu vidéo,Édité par SEGA,2005-05
17060045,NHL hitz pro : jeu vidéo,Jeu de simulation sportive,2003-09
17065772,ESPN NHL hockey 2K5 : jeu vidéo,Édité par SEGA,2004-08
17071730,Black & white 2 : jeu vidéo,Jeu de stratégie,2005-10
16579500,Cars : jeu vidéo,Édité par THQ,2006-06
16580337,Silent Hill. 4. The room : jeu vidéo,Édité par Konami,2004-06
16590623,Wipeout pure : jeu vidéo,Édité par Sony computer entertainment,2005-03
16591467,Everybody's golf 4 : jeu vidéo,Édité par Sony computer entertainment,2003-11
16591518,Splinter cell. Pandora tomorrow : jeu vidéo,Jeu d'action,2004-03
16591518,Splinter cell. Pandora tomorrow : jeu vidéo,Édité par Ubisoft entertainment,2004-03
16591764,FIFA football 2005 : jeu vidéo,Édité par Electronic arts,2004-10
16592038,FIFA street : jeu vidéo,Édité par Electronic arts,2005-02
